"","anno","cluster","x_centroid","y_centroid","cells","rep"
"285","T_Cells","c6",289.775396728516,854.203204345703,"285","rep2"
"286","T_Cells","c6",295.979244995117,850.150399780273,"286","rep2"
"287","Macrophages","c4",296.358071899414,863.642956542969,"287","rep2"
"288","T_Cells","c6",305.85888671875,843.924243164062,"288","rep2"
"289","Myoepithelial","c5",303.670748901367,864.293270874023,"289","rep2"
"290","Myoepithelial","c5",314.038943481445,855.970803833008,"290","rep2"
"291","Macrophages","c4",325.219499206543,859.002093505859,"291","rep2"
"292","Stromal","c3",325.418795776367,867.72585144043,"292","rep2"
"294","Myoepithelial","c5",326.60531463623,851.721789550781,"294","rep2"
"295","Myoepithelial","c5",327.293267822266,840.863900756836,"295","rep2"
"296","Macrophages","c4",334.111503601074,864.727713012695,"296","rep2"
"297","Myoepithelial","c5",342.401934814453,847.58779296875,"297","rep2"
"298","Myoepithelial","c5",342.395527648926,858.539376831055,"298","rep2"
"299","Macrophages","c4",346.314196777344,868.982485961914,"299","rep2"
"300","B_Cells","c7",347.318591308594,839.69541015625,"300","rep2"
"301","Myoepithelial","c5",354.762602233887,859.890899658203,"301","rep2"
"302","B_Cells","c7",356.914242553711,847.815130615234,"302","rep2"
"303","T_Cells","c6",356.597515869141,869.560168457031,"303","rep2"
"304","B_Cells","c7",358.899063110352,838.795553588867,"304","rep2"
"305","Macrophages","c4",362.357376098633,853.844039916992,"305","rep2"
"306","Macrophages","c4",364.665849304199,859.260610961914,"306","rep2"
"307","Macrophages","c4",365.674835205078,868.078894042969,"307","rep2"
"308","Macrophages","c4",370.688896179199,858.020318603516,"308","rep2"
"309","T_Cells","c6",370.413154602051,846.772552490234,"309","rep2"
"310","Stromal","c3",374.936665344238,862.601571655273,"310","rep2"
"311","T_Cells","c6",376.381416320801,870.881652832031,"311","rep2"
"313","B_Cells","c7",380.879272460938,859.191091918945,"313","rep2"
"314","T_Cells","c6",386.839025878906,852.989837646484,"314","rep2"
"315","Macrophages","c4",389.163088989258,840.806106567383,"315","rep2"
"316","Macrophages","c4",393.049955749512,851.478576660156,"316","rep2"
"317","Macrophages","c4",391.868054199219,866.253656005859,"317","rep2"
"318","Macrophages","c4",398.420509338379,845.61589050293,"318","rep2"
"319","T_Cells","c6",398.405567932129,871.885217285156,"319","rep2"
"320","Macrophages","c4",402.086549377441,859.8380859375,"320","rep2"
"321","Macrophages","c4",402.779197692871,853.566897583008,"321","rep2"
"322","Macrophages","c4",405.254335021973,866.065435791016,"322","rep2"
"323","Macrophages","c4",411.937138366699,847.835104370117,"323","rep2"
"324","T_Cells","c6",413.344198608398,868.270071411133,"324","rep2"
"325","Macrophages","c4",413.598876953125,862.009466552734,"325","rep2"
"326","Macrophages","c4",415.569430541992,854.748254394531,"326","rep2"
"327","Macrophages","c4",421.926998901367,865.637063598633,"327","rep2"
"328","Myoepithelial","c5",426.450042724609,858.189602661133,"328","rep2"
"329","Myoepithelial","c5",427.150187683105,847.485433959961,"329","rep2"
"331","T_Cells","c6",433.197877502441,860.212710571289,"331","rep2"
"332","Myoepithelial","c5",437.59690246582,848.592291259766,"332","rep2"
"333","Endothelial","c8",439.965634155273,862.902526855469,"333","rep2"
"334","Macrophages","c4",445.539556884766,866.819198608398,"334","rep2"
"337","B_Cells","c7",456.512567138672,860.342202758789,"337","rep2"
"338","T_Cells","c6",458.512951660156,868.198892211914,"338","rep2"
"339","Stromal","c3",465.830972290039,860.399737548828,"339","rep2"
"340","T_Cells","c6",464.485104370117,869.339782714844,"340","rep2"
"341","Macrophages","c4",467.179019165039,851.751153564453,"341","rep2"
"1067","Macrophages","c4",470.910635375977,870.32197265625,"1067","rep2"
"11701","DCIS","c2",495.399911499023,788.095211791992,"11701","rep2"
"11709","Myoepithelial","c5",494.284442138672,797.543420410156,"11709","rep2"
"11719","Stromal","c3",494.726406860352,807.525369262695,"11719","rep2"
"11728","Macrophages","c4",490.867633056641,817.426333618164,"11728","rep2"
"11730","Macrophages","c4",496.261999511719,819.313204956055,"11730","rep2"
"11733","Stromal","c3",499.176818847656,825.049044799805,"11733","rep2"
"11743","Macrophages","c4",496.883779907227,835.979357910156,"11743","rep2"
"12495","Stromal","c3",473.41383972168,208.72758026123,"12495","rep2"
"12506","T_Cells","c6",483.572698974609,209.503132629395,"12506","rep2"
"12688","Myoepithelial","c5",495.542218017578,524.247201538086,"12688","rep2"
"12689","Stromal","c3",448.583193969727,524.816738891602,"12689","rep2"
"12690","DCIS","c2",426.670739746094,525.675610351562,"12690","rep2"
"12691","Myoepithelial","c5",472.288357543945,526.203073120117,"12691","rep2"
"12692","Myoepithelial","c5",435.170635986328,529.499884033203,"12692","rep2"
"12693","Myoepithelial","c5",457.204489135742,529.792953491211,"12693","rep2"
"12694","Myoepithelial","c5",478.846649169922,531.381878662109,"12694","rep2"
"12695","Myoepithelial","c5",494.001385498047,532.514987182617,"12695","rep2"
"12696","Myoepithelial","c5",450.332791137695,535.253051757812,"12696","rep2"
"12697","DCIS","c2",425.046250915527,534.298565673828,"12697","rep2"
"12698","Myoepithelial","c5",485.027670288086,536.058020019531,"12698","rep2"
"12699","Myoepithelial","c5",431.729858398438,539.985171508789,"12699","rep2"
"12700","DCIS","c2",469.633404541016,538.210049438477,"12700","rep2"
"12701","DCIS","c2",479.269522094727,543.928302001953,"12701","rep2"
"12702","DCIS","c2",453.754476928711,543.014801025391,"12702","rep2"
"12703","Myoepithelial","c5",442.130218505859,540.117050170898,"12703","rep2"
"12704","Myoepithelial","c5",490.579959106445,544.220956420898,"12704","rep2"
"12705","DCIS","c2",460.960955810547,543.415365600586,"12705","rep2"
"12706","DCIS","c2",449.34951171875,553.728982543945,"12706","rep2"
"12707","DCIS","c2",478.225854492187,552.568688964844,"12707","rep2"
"12708","DCIS","c2",470.737771606445,552.073132324219,"12708","rep2"
"12709","Myoepithelial","c5",437.438616943359,554.23948059082,"12709","rep2"
"12710","Myoepithelial","c5",427.752616882324,553.718969726562,"12710","rep2"
"12711","DCIS","c2",498.083554077148,553.311868286133,"12711","rep2"
"12712","DCIS","c2",460.550897216797,560.638189697266,"12712","rep2"
"12713","DCIS","c2",491.972933959961,558.282531738281,"12713","rep2"
"12714","DCIS","c2",483.520196533203,561.853424072266,"12714","rep2"
"12715","DCIS","c2",424.895877075195,566.830416870117,"12715","rep2"
"12716","DCIS","c2",434.435990905762,566.229336547852,"12716","rep2"
"12717","DCIS","c2",472.728298950195,566.252526855469,"12717","rep2"
"12718","Tumor","c1",492.995745849609,570.44592590332,"12718","rep2"
"12720","DCIS","c2",474.645831298828,575.998474121094,"12720","rep2"
"12721","DCIS","c2",441.298065185547,573.932513427734,"12721","rep2"
"12722","DCIS","c2",466.274130249023,580.009463500976,"12722","rep2"
"12723","DCIS","c2",495.112341308594,582.996499633789,"12723","rep2"
"12724","DCIS","c2",434.722938537598,586.063067626953,"12724","rep2"
"12725","DCIS","c2",452.004983520508,582.942700195312,"12725","rep2"
"12726","DCIS","c2",441.088262939453,592.659439086914,"12726","rep2"
"12727","DCIS","c2",487.182968139648,591.645550537109,"12727","rep2"
"12728","DCIS","c2",474.513122558594,591.637145996094,"12728","rep2"
"12729","DCIS","c2",458.025903320312,592.011148071289,"12729","rep2"
"12731","DCIS","c2",426.530093383789,597.750463867187,"12731","rep2"
"12732","DCIS","c2",460.573672485352,599.863220214844,"12732","rep2"
"12733","DCIS","c2",481.435455322266,602.984884643555,"12733","rep2"
"12734","DCIS","c2",469.610940551758,603.761889648437,"12734","rep2"
"12735","Myoepithelial","c5",492.1267578125,601.645864868164,"12735","rep2"
"12736","DCIS","c2",441.543405151367,602.163003540039,"12736","rep2"
"12737","DCIS","c2",421.91229095459,605.46598815918,"12737","rep2"
"12738","Myoepithelial","c5",410.601438903809,602.090423583984,"12738","rep2"
"12739","Myoepithelial","c5",450.506173706055,607.028662109375,"12739","rep2"
"12740","Myoepithelial","c5",401.715504455566,610.687542724609,"12740","rep2"
"12741","Myoepithelial","c5",460.314999389648,611.509423828125,"12741","rep2"
"12742","Myoepithelial","c5",407.472329711914,612.143707275391,"12742","rep2"
"12743","DCIS","c2",434.499154663086,610.426068115234,"12743","rep2"
"12744","Myoepithelial","c5",416.319535827637,612.573895263672,"12744","rep2"
"12745","DCIS","c2",424.722105407715,612.242279052734,"12745","rep2"
"12746","Macrophages","c4",475.354821777344,613.585760498047,"12746","rep2"
"12747","DCIS","c2",413.871272277832,616.485482788086,"12747","rep2"
"12748","T_Cells","c6",468.561981201172,616.516091918945,"12748","rep2"
"12749","Myoepithelial","c5",495.809451293945,615.450012207031,"12749","rep2"
"12750","Myoepithelial","c5",396.658901977539,614.605615234375,"12750","rep2"
"12751","Myoepithelial","c5",403.048609924316,620.217669677734,"12751","rep2"
"12752","Myoepithelial","c5",482.521145629883,617.186276245117,"12752","rep2"
"12753","Myoepithelial","c5",429.235214233398,620.309237670898,"12753","rep2"
"12754","DCIS","c2",422.825247192383,621.543304443359,"12754","rep2"
"12755","Myoepithelial","c5",448.92082824707,619.126480102539,"12755","rep2"
"12756","DCIS","c2",437.05973815918,622.750341796875,"12756","rep2"
"12757","Myoepithelial","c5",455.835586547852,627.243087768555,"12757","rep2"
"12758","Myoepithelial","c5",412.61671295166,624.863150024414,"12758","rep2"
"12759","Myoepithelial","c5",404.406072998047,629.920349121094,"12759","rep2"
"12760","Myoepithelial","c5",399.805183410645,629.814306640625,"12760","rep2"
"12761","Myoepithelial","c5",466.582452392578,628.339361572266,"12761","rep2"
"12762","Myoepithelial","c5",498.604220581055,631.286865234375,"12762","rep2"
"12763","Myoepithelial","c5",479.34153137207,629.979647827148,"12763","rep2"
"12764","Myoepithelial","c5",491.467831420898,630.222756958008,"12764","rep2"
"12765","Myoepithelial","c5",448.454531860352,632.016763305664,"12765","rep2"
"12766","DCIS","c2",421.468873596191,632.16057434082,"12766","rep2"
"12767","Myoepithelial","c5",481.511407470703,635.037054443359,"12767","rep2"
"12768","DCIS","c2",430.17452545166,631.274517822266,"12768","rep2"
"12769","Stromal","c3",494.566253662109,637.038061523437,"12769","rep2"
"12770","Stromal","c3",482.419305419922,640.878625488281,"12770","rep2"
"12771","Myoepithelial","c5",409.494581604004,636.370678710937,"12771","rep2"
"12772","Stromal","c3",493.096548461914,641.686810302734,"12772","rep2"
"12773","Myoepithelial","c5",457.465600585937,636.875729370117,"12773","rep2"
"12774","Myoepithelial","c5",465.751544189453,640.017367553711,"12774","rep2"
"12775","Myoepithelial","c5",449.792047119141,642.323376464844,"12775","rep2"
"12776","T_Cells","c6",499.981112670898,642.611517333984,"12776","rep2"
"12777","Myoepithelial","c5",419.640600585937,641.249877929688,"12777","rep2"
"12778","Myoepithelial","c5",438.51071472168,642.049658203125,"12778","rep2"
"12779","Myoepithelial","c5",411.028617858887,643.533786010742,"12779","rep2"
"12780","Myoepithelial","c5",428.921807861328,644.297302246094,"12780","rep2"
"12781","DCIS","c2",489.787286376953,659.399276733398,"12781","rep2"
"12782","T_Cells","c6",424.404055786133,664.521118164062,"12782","rep2"
"12783","DCIS","c2",443.360498046875,665.390365600586,"12783","rep2"
"12784","DCIS","c2",480.580319213867,669.507345581055,"12784","rep2"
"12786","DCIS","c2",433.781448364258,674.415078735352,"12786","rep2"
"12787","DCIS","c2",456.805065917969,676.432739257812,"12787","rep2"
"12788","Myoepithelial","c5",490.771603393555,677.451037597656,"12788","rep2"
"12789","Stromal","c3",406.611590576172,649.249859619141,"12789","rep2"
"12790","Myoepithelial","c5",423.127499389648,650.858966064453,"12790","rep2"
"12791","Myoepithelial","c5",461.886907958984,650.192776489258,"12791","rep2"
"12792","Myoepithelial","c5",475.380139160156,650.748513793945,"12792","rep2"
"12793","Macrophages","c4",495.181289672852,649.422412109375,"12793","rep2"
"12794","Myoepithelial","c5",466.557965087891,652.680935668945,"12794","rep2"
"12795","DCIS","c2",481.830883789063,656.236419677734,"12795","rep2"
"12796","Myoepithelial","c5",492.859042358398,653.347799682617,"12796","rep2"
"12797","Myoepithelial","c5",443.785290527344,656.161868286133,"12797","rep2"
"12798","DCIS","c2",464.493975830078,659.75071105957,"12798","rep2"
"12799","Stromal","c3",414.458319091797,657.198999023438,"12799","rep2"
"12801","DCIS","c2",498.107107543945,662.555752563477,"12801","rep2"
"12802","Myoepithelial","c5",432.004925537109,658.374130249023,"12802","rep2"
"12803","DCIS","c2",453.198895263672,662.071920776367,"12803","rep2"
"12804","Stromal","c3",402.901971435547,664.923394775391,"12804","rep2"
"12805","T_Cells","c6",416.845701599121,666.149472045898,"12805","rep2"
"12806","Endothelial","c8",408.358178710937,668.375741577148,"12806","rep2"
"12807","DCIS","c2",431.752296447754,666.722589111328,"12807","rep2"
"12808","DCIS","c2",463.90041809082,669.836679077148,"12808","rep2"
"12809","DCIS","c2",439.787738037109,671.235568237305,"12809","rep2"
"12810","DCIS","c2",447.106796264648,672.510412597656,"12810","rep2"
"12811","Macrophages","c4",412.839952087402,675.501132202148,"12811","rep2"
"12812","Myoepithelial","c5",425.962449645996,671.633642578125,"12812","rep2"
"12813","DCIS","c2",422.835104370117,681.290979003906,"12813","rep2"
"12814","DCIS","c2",481.58440246582,681.343792724609,"12814","rep2"
"12815","Myoepithelial","c5",459.738302612305,621.94065246582,"12815","rep2"
"12816","Myoepithelial","c5",456.159317016602,647.497409057617,"12816","rep2"
"12817","DCIS","c2",424.198196411133,724.479580688477,"12817","rep2"
"12818","DCIS","c2",424.894917297363,735.208651733398,"12818","rep2"
"12819","DCIS","c2",437.813812255859,727.975091552734,"12819","rep2"
"12820","DCIS","c2",433.458288574219,718.202062988281,"12820","rep2"
"12822","DCIS","c2",414.628199768066,717.450219726563,"12822","rep2"
"12823","DCIS","c2",445.675689697266,721.776119995117,"12823","rep2"
"12824","DCIS","c2",437.920788574219,709.21745300293,"12824","rep2"
"12825","DCIS","c2",425.949453735352,707.717346191406,"12825","rep2"
"12826","DCIS","c2",408.068403625488,729.261401367187,"12826","rep2"
"12827","DCIS","c2",443.792709350586,738.640298461914,"12827","rep2"
"12828","DCIS","c2",415.838246154785,706.913467407227,"12828","rep2"
"12829","Myoepithelial","c5",405.761798095703,714.647045898437,"12829","rep2"
"12830","DCIS","c2",417.417910766602,753.141918945312,"12830","rep2"
"12831","Myoepithelial","c5",399.497431945801,728.222247314453,"12831","rep2"
"12832","DCIS","c2",428.539920043945,754.704177856445,"12832","rep2"
"12833","DCIS","c2",406.739033508301,745.924285888672,"12833","rep2"
"12834","DCIS","c2",431.840492248535,696.999066162109,"12834","rep2"
"12835","Myoepithelial","c5",397.491781616211,734.397354125977,"12835","rep2"
"12836","DCIS","c2",438.174014282227,757.585119628906,"12836","rep2"
"12837","DCIS","c2",407.196717834473,703.710610961914,"12837","rep2"
"12838","DCIS","c2",456.592825317383,719.180413818359,"12838","rep2"
"12839","DCIS","c2",451.290960693359,706.544082641602,"12839","rep2"
"12840","Myoepithelial","c5",400.004220581055,712.029187011719,"12840","rep2"
"12841","DCIS","c2",453.078326416016,746.803286743164,"12841","rep2"
"12842","DCIS","c2",448.026626586914,752.354278564453,"12842","rep2"
"12843","Myoepithelial","c5",394.840823364258,721.267541503906,"12843","rep2"
"12844","DCIS","c2",459.638433837891,738.189825439453,"12844","rep2"
"12845","DCIS","c2",422.591969299316,693.709622192383,"12845","rep2"
"12846","DCIS","c2",443.111370849609,697.870648193359,"12846","rep2"
"12847","Myoepithelial","c5",412.455522155762,696.684518432617,"12847","rep2"
"12848","Myoepithelial","c5",395.098899841309,740.146423339844,"12848","rep2"
"12849","Stromal","c3",393.32310333252,709.70553894043,"12849","rep2"
"12850","DCIS","c2",465.331420898438,719.170919799805,"12850","rep2"
"12851","Myoepithelial","c5",394.014688110352,748.385104370117,"12851","rep2"
"12852","Myoepithelial","c5",413.701287841797,687.343286132813,"12852","rep2"
"12853","DCIS","c2",452.969067382813,696.476583862305,"12853","rep2"
"12854","DCIS","c2",462.762951660156,749.260317993164,"12854","rep2"
"12855","DCIS","c2",456.062872314453,757.292517089844,"12855","rep2"
"12856","Stromal","c3",400.431088256836,698.212640380859,"12856","rep2"
"12857","DCIS","c2",443.006521606445,687.164923095703,"12857","rep2"
"12858","DCIS","c2",496.24026184082,688.103689575195,"12858","rep2"
"12859","Stromal","c3",386.156053161621,741.365133666992,"12859","rep2"
"12860","Myoepithelial","c5",401.57740020752,760.927481079102,"12860","rep2"
"12861","DCIS","c2",456.071069335937,692.589068603516,"12861","rep2"
"12862","DCIS","c2",466.780010986328,703.254949951172,"12862","rep2"
"12863","DCIS","c2",434.383514404297,683.902301025391,"12863","rep2"
"12864","Macrophages","c4",383.777153015137,722.10783996582,"12864","rep2"
"12865","T_Cells","c6",403.565618896484,687.659234619141,"12865","rep2"
"12866","DCIS","c2",460.124600219727,762.725897216797,"12866","rep2"
"12867","DCIS","c2",450.211703491211,683.250637817383,"12867","rep2"
"12868","DCIS","c2",474.271102905273,723.889758300781,"12868","rep2"
"12870","Endothelial","c8",382.897996520996,710.069165039062,"12870","rep2"
"12871","DCIS","c2",457.925360107422,686.14755859375,"12871","rep2"
"12872","DCIS","c2",474.372631835938,742.85553894043,"12872","rep2"
"12873","DCIS","c2",467.847647094727,693.369808959961,"12873","rep2"
"12874","Myoepithelial","c5",474.171908569336,708.724490356445,"12874","rep2"
"12875","DCIS","c2",477.251342773438,734.192428588867,"12875","rep2"
"12876","Myoepithelial","c5",386.73967590332,763.128277587891,"12876","rep2"
"12877","Macrophages","c4",397.791751098633,682.58024597168,"12877","rep2"
"12878","DCIS","c2",468.261804199219,763.773559570312,"12878","rep2"
"12879","DCIS","c2",473.47287902832,756.544927978516,"12879","rep2"
"12880","Stromal","c3",375.190773010254,731.96989440918,"12880","rep2"
"12881","Stromal","c3",376.832070922852,743.655111694336,"12881","rep2"
"12882","DCIS","c2",480.085385131836,751.449649047851,"12882","rep2"
"12883","Myoepithelial","c5",482.604879760742,710.435955810547,"12883","rep2"
"12884","T_Cells","c6",384.66429901123,693.403167724609,"12884","rep2"
"12885","DCIS","c2",490.35537109375,719.979156494141,"12885","rep2"
"12886","DCIS","c2",479.411206054688,699.908749389648,"12886","rep2"
"12887","Stromal","c3",369.589950561523,718.206420898438,"12887","rep2"
"12888","DCIS","c2",468.662576293945,682.685977172851,"12888","rep2"
"12889","Stromal","c3",370.257878112793,740.763586425781,"12889","rep2"
"12890","T_Cells","c6",374.664451599121,703.801452636719,"12890","rep2"
"12891","Stromal","c3",373.864308166504,754.226675415039,"12891","rep2"
"12892","DCIS","c2",486.514651489258,749.171810913086,"12892","rep2"
"12893","T_Cells","c6",366.867008972168,734.657583618164,"12893","rep2"
"12894","DCIS","c2",494.327450561523,730.077731323242,"12894","rep2"
"12895","Myoepithelial","c5",490.4666015625,708.70778503418,"12895","rep2"
"12896","DCIS","c2",493.052969360352,741.748837280273,"12896","rep2"
"12897","DCIS","c2",479.916412353516,688.642825317383,"12897","rep2"
"12898","DCIS","c2",491.78512878418,754.736135864258,"12898","rep2"
"12899","Stromal","c3",362.012089538574,704.915106201172,"12899","rep2"
"12900","Stromal","c3",372.605728149414,767.43840637207,"12900","rep2"
"12901","DCIS","c2",489.902407836914,696.722183227539,"12901","rep2"
"12902","DCIS","c2",492.380813598633,761.564669799805,"12902","rep2"
"12903","DCIS","c2",498.683752441406,706.797671508789,"12903","rep2"
"12904","DCIS","c2",488.81106262207,686.987649536133,"12904","rep2"
"12905","DCIS","c2",447.237222290039,767.321105957031,"12905","rep2"
"12906","Macrophages","c4",358.983731079102,764.878082275391,"12906","rep2"
"12907","DCIS","c2",420.047727966309,768.587805175781,"12907","rep2"
"12908","DCIS","c2",498.035150146484,767.497393798828,"12908","rep2"
"12909","Macrophages","c4",302.347941589355,499.105380249023,"12909","rep2"
"12910","Stromal","c3",301.268243408203,489.651049804687,"12910","rep2"
"12911","Macrophages","c4",303.219134521484,506.638079833984,"12911","rep2"
"12912","T_Cells","c6",302.617457580566,460.450250244141,"12912","rep2"
"12913","Stromal","c3",303.034027099609,479.988732910156,"12913","rep2"
"12914","Myoepithelial","c5",305.48830871582,455.275180053711,"12914","rep2"
"12915","Myoepithelial","c5",302.674551391602,472.983288574219,"12915","rep2"
"12916","Myoepithelial","c5",307.288488769531,463.383850097656,"12916","rep2"
"12917","Myoepithelial","c5",307.714682006836,469.540383911133,"12917","rep2"
"12918","Stromal","c3",309.098733520508,485.648931884766,"12918","rep2"
"12920","Myoepithelial","c5",313.830516052246,463.794064331055,"12920","rep2"
"12921","B_Cells","c7",312.803034973145,495.598974609375,"12921","rep2"
"12922","Endothelial","c8",316.183113098145,477.377514648438,"12922","rep2"
"12923","Stromal","c3",321.755790710449,455.293441772461,"12923","rep2"
"12924","T_Cells","c6",322.544390869141,463.232464599609,"12924","rep2"
"12926","Endothelial","c8",326.520101928711,481.700872802734,"12926","rep2"
"12927","Macrophages","c4",326.40184173584,491.661032104492,"12927","rep2"
"12928","Endothelial","c8",333.253929138184,456.629037475586,"12928","rep2"
"12929","Endothelial","c8",332.194879150391,462.5095703125,"12929","rep2"
"12930","Stromal","c3",334.930790710449,470.386233520508,"12930","rep2"
"12931","Stromal","c3",335.161396789551,479.527261352539,"12931","rep2"
"12932","Endothelial","c8",337.965089416504,463.055657958984,"12932","rep2"
"12934","Stromal","c3",342.831266784668,500.852746582031,"12934","rep2"
"12935","Stromal","c3",343.416705322266,493.586761474609,"12935","rep2"
"12936","T_Cells","c6",346.98409576416,485.322348022461,"12936","rep2"
"12937","T_Cells","c6",351.725968933105,508.356549072266,"12937","rep2"
"12938","B_Cells","c7",352.63267364502,453.452017211914,"12938","rep2"
"12939","B_Cells","c7",354.319470214844,457.846087646484,"12939","rep2"
"12940","T_Cells","c6",352.095950317383,462.935140991211,"12940","rep2"
"12941","T_Cells","c6",353.306100463867,493.571508789062,"12941","rep2"
"12942","T_Cells","c6",353.811929321289,476.554699707031,"12942","rep2"
"12943","T_Cells","c6",354.660191345215,485.383358764648,"12943","rep2"
"12944","T_Cells","c6",356.062141418457,502.966125488281,"12944","rep2"
"12945","T_Cells","c6",360.549491882324,456.955361938477,"12945","rep2"
"12946","T_Cells","c6",361.107200622559,499.86676940918,"12946","rep2"
"12947","T_Cells","c6",361.024945068359,479.493124389648,"12947","rep2"
"12948","B_Cells","c7",360.282362365723,487.084292602539,"12948","rep2"
"12949","T_Cells","c6",359.805093383789,472.231704711914,"12949","rep2"
"12950","Macrophages","c4",363.403819274902,492.799069213867,"12950","rep2"
"12951","Stromal","c3",360.895037841797,466.195169067383,"12951","rep2"
"12952","B_Cells","c7",363.742906188965,460.507888793945,"12952","rep2"
"12954","Stromal","c3",368.173448181152,474.12936706543,"12954","rep2"
"12955","T_Cells","c6",367.467259216309,486.564404296875,"12955","rep2"
"12956","Stromal","c3",369.838948059082,498.50009765625,"12956","rep2"
"12957","T_Cells","c6",373.724440002441,467.317434692383,"12957","rep2"
"12958","T_Cells","c6",372.729461669922,486.238079833984,"12958","rep2"
"12959","T_Cells","c6",372.369104003906,457.121377563477,"12959","rep2"
"12960","T_Cells","c6",376.194259643555,493.292395019531,"12960","rep2"
"12961","Stromal","c3",367.272035217285,463.052285766602,"12961","rep2"
"12962","Stromal","c3",378.281231689453,482.237518310547,"12962","rep2"
"12963","Stromal","c3",378.626725769043,473.503021240234,"12963","rep2"
"12964","Stromal","c3",383.694041442871,491.734494018555,"12964","rep2"
"12965","Macrophages","c4",385.533779907227,480.913024902344,"12965","rep2"
"12966","Macrophages","c4",381.553062438965,501.048489379883,"12966","rep2"
"12967","Macrophages","c4",382.700801086426,508.657919311523,"12967","rep2"
"12968","Macrophages","c4",381.545358276367,514.986019897461,"12968","rep2"
"12969","Myoepithelial","c5",382.943910217285,462.714443969727,"12969","rep2"
"12971","T_Cells","c6",381.421650695801,523.20654296875,"12971","rep2"
"12972","Myoepithelial","c5",378.224345397949,449.477188110352,"12972","rep2"
"12973","T_Cells","c6",374.945562744141,528.128646850586,"12973","rep2"
"12974","Macrophages","c4",378.730641174316,536.37121887207,"12974","rep2"
"12975","T_Cells","c6",370.387966918945,529.703979492188,"12975","rep2"
"12977","Myoepithelial","c5",378.888407897949,442.765850830078,"12977","rep2"
"12978","Macrophages","c4",390.008082580566,497.801068115234,"12978","rep2"
"12979","DCIS","c2",389.506066894531,461.46901550293,"12979","rep2"
"12980","Myoepithelial","c5",390.248701477051,449.680505371094,"12980","rep2"
"12981","Myoepithelial","c5",315.587013244629,526.258065795898,"12981","rep2"
"12982","Stromal","c3",320.178901672363,509.434768676758,"12982","rep2"
"12983","Myoepithelial","c5",398.089360046387,498.192138671875,"12983","rep2"
"12985","Stromal","c3",395.530722045898,479.885388183594,"12985","rep2"
"12986","Endothelial","c8",394.522332763672,487.529162597656,"12986","rep2"
"12987","Myoepithelial","c5",393.659466552734,510.244821166992,"12987","rep2"
"12988","Macrophages","c4",391.248608398438,492.780548095703,"12988","rep2"
"12989","Myoepithelial","c5",396.958067321777,467.033911132812,"12989","rep2"
"12990","DCIS","c2",397.070957946777,443.565475463867,"12990","rep2"
"12993","Endothelial","c8",338.954075622559,515.589849853516,"12993","rep2"
"12994","Endothelial","c8",338.069757080078,506.391131591797,"12994","rep2"
"12995","Endothelial","c8",329.973460388184,508.740200805664,"12995","rep2"
"12996","T_Cells","c6",357.342874145508,514.9041015625,"12996","rep2"
"13090","Endothelial","c8",497.946746826172,410.703797912598,"13090","rep2"
