"","anno","cluster","x_centroid","y_centroid","cells","rep"
"16498","DCIS","c2",441.666879272461,524.706442260742,"16498","rep1"
"16499","Tumor","c1",411.278601074219,528.940463256836,"16499","rep1"
"16500","Tumor","c1",472.461480712891,530.469207763672,"16500","rep1"
"16501","DCIS","c2",458.548022460937,531.1337890625,"16501","rep1"
"16566","DCIS","c2",416.200549316406,399.529415893555,"16566","rep1"
"16567","Stromal","c3",365.364645385742,398.546551513672,"16567","rep1"
"16568","Tumor","c1",453.021051025391,404.085195922852,"16568","rep1"
"16569","DCIS","c2",428.668893432617,402.966821289062,"16569","rep1"
"16570","DCIS","c2",384.669720458984,406.909484863281,"16570","rep1"
"16571","DCIS","c2",407.039755249023,406.018395996094,"16571","rep1"
"16572","Tumor","c1",364.478277587891,407.082452392578,"16572","rep1"
"16573","DCIS","c2",420.133200073242,408.988311767578,"16573","rep1"
"16574","Tumor","c1",445.863858032227,411.604510498047,"16574","rep1"
"16575","DCIS","c2",398.895858764648,409.852423095703,"16575","rep1"
"16576","Tumor","c1",409.939166259766,415.885768127441,"16576","rep1"
"16577","DCIS","c2",372.430763244629,416.199304199219,"16577","rep1"
"16578","DCIS","c2",433.943209838867,415.574436950684,"16578","rep1"
"16579","Stromal","c3",342.442608642578,412.640655517578,"16579","rep1"
"16580","Tumor","c1",392.253495788574,418.24334564209,"16580","rep1"
"16581","DCIS","c2",360.443838500977,418.083815002441,"16581","rep1"
"16582","Tumor","c1",421.801708984375,419.115757751465,"16582","rep1"
"16583","Myoepithelial","c5",353.630505371094,417.919718933105,"16583","rep1"
"16584","Tumor","c1",400.360012817383,424.953645324707,"16584","rep1"
"16585","Tumor","c1",381.179241943359,425.063916015625,"16585","rep1"
"16586","Tumor","c1",437.40764465332,423.839421081543,"16586","rep1"
"16587","Myoepithelial","c5",347.423907470703,425.127261352539,"16587","rep1"
"16588","DCIS","c2",447.285989379883,422.744522094727,"16588","rep1"
"16589","DCIS","c2",429.789161682129,426.316348266602,"16589","rep1"
"16590","DCIS","c2",367.147705078125,428.074453735352,"16590","rep1"
"16591","Tumor","c1",423.844764709473,432.751321411133,"16591","rep1"
"16592","Tumor","c1",416.389184570312,429.10224609375,"16592","rep1"
"16593","Tumor","c1",438.243533325195,431.384649658203,"16593","rep1"
"16594","Tumor","c1",429.111013793945,435.429205322266,"16594","rep1"
"16595","Tumor","c1",352.421911621094,431.926846313477,"16595","rep1"
"16596","Tumor","c1",444.454022216797,435.204928588867,"16596","rep1"
"16597","DCIS","c2",366.729734802246,436.21767578125,"16597","rep1"
"16598","Tumor","c1",451.590826416016,433.49963684082,"16598","rep1"
"16599","Tumor","c1",403.851113891602,433.975686645508,"16599","rep1"
"16600","Myoepithelial","c5",344.305226135254,438.511856079102,"16600","rep1"
"16601","Tumor","c1",393.649220275879,438.89514465332,"16601","rep1"
"16602","Tumor","c1",411.537066650391,442.494000244141,"16602","rep1"
"16603","DCIS","c2",384.59623260498,439.385357666016,"16603","rep1"
"16604","Tumor","c1",439.479000854492,442.993240356445,"16604","rep1"
"16605","Tumor","c1",402.01568145752,444.726547241211,"16605","rep1"
"16606","DCIS","c2",358.380549621582,445.603317260742,"16606","rep1"
"16607","Tumor","c1",339.695542907715,446.111117553711,"16607","rep1"
"16608","Tumor","c1",421.760723876953,445.667337036133,"16608","rep1"
"16609","DCIS","c2",373.315315246582,447.389904785156,"16609","rep1"
"16610","Tumor","c1",406.360543823242,452.458984375,"16610","rep1"
"16611","DCIS","c2",428.40184173584,449.540325927734,"16611","rep1"
"16612","DCIS","c2",396.376338195801,452.676049804687,"16612","rep1"
"16613","Tumor","c1",348.814184570312,452.665570068359,"16613","rep1"
"16614","DCIS","c2",387.315464782715,454.534439086914,"16614","rep1"
"16615","DCIS","c2",449.384375,456.291091918945,"16615","rep1"
"16616","DCIS","c2",429.385432434082,456.083364868164,"16616","rep1"
"16617","DCIS","c2",341.358137512207,460.366049194336,"16617","rep1"
"16618","Tumor","c1",438.498834228516,456.81393737793,"16618","rep1"
"16619","DCIS","c2",414.237648010254,458.076382446289,"16619","rep1"
"16620","DCIS","c2",373.958236694336,460.322573852539,"16620","rep1"
"16621","Tumor","c1",454.507461547852,437.071774291992,"16621","rep1"
"16622","DCIS","c2",479.156787109375,407.759355163574,"16622","rep1"
"16623","DCIS","c2",491.132635498047,405.664678955078,"16623","rep1"
"16625","Tumor","c1",492.046810913086,411.77223815918,"16625","rep1"
"16626","Tumor","c1",460.888220214844,412.051585388184,"16626","rep1"
"16628","DCIS","c2",475.684362792969,414.56923828125,"16628","rep1"
"16631","Tumor","c1",492.579150390625,420.127571105957,"16631","rep1"
"16633","Tumor","c1",466.759777832031,417.56729888916,"16633","rep1"
"16634","DCIS","c2",480.945397949219,421.687417602539,"16634","rep1"
"16635","Tumor","c1",458.455572509766,421.869723510742,"16635","rep1"
"16636","Tumor","c1",468.499725341797,423.781912231445,"16636","rep1"
"16639","DCIS","c2",486.261737060547,428.686947631836,"16639","rep1"
"16640","Tumor","c1",469.950131225586,430.964630126953,"16640","rep1"
"16642","Tumor","c1",476.722634887695,431.626383972168,"16642","rep1"
"16644","Tumor","c1",462.471231079102,434.138174438477,"16644","rep1"
"16647","Tumor","c1",486.368505859375,436.190957641602,"16647","rep1"
"16648","DCIS","c2",491.531539916992,441.503820800781,"16648","rep1"
"16649","Tumor","c1",477.542544555664,439.211975097656,"16649","rep1"
"16650","DCIS","c2",471.636538696289,441.005307006836,"16650","rep1"
"16652","Tumor","c1",458.347247314453,444.283804321289,"16652","rep1"
"16654","DCIS","c2",469.772027587891,449.118646240234,"16654","rep1"
"16656","DCIS","c2",480.228625488281,449.388577270508,"16656","rep1"
"16657","Tumor","c1",458.673156738281,451.228082275391,"16657","rep1"
"16660","DCIS","c2",493.737213134766,453.148571777344,"16660","rep1"
"16661","Tumor","c1",461.482659912109,457.108770751953,"16661","rep1"
"16662","Tumor","c1",475.567114257812,461.044689941406,"16662","rep1"
"16663","Tumor","c1",483.557290649414,463.426858520508,"16663","rep1"
"16664","DCIS","c2",453.207092285156,463.378713989258,"16664","rep1"
"16665","Tumor","c1",467.577819824219,461.424865722656,"16665","rep1"
"16667","Tumor","c1",495.815158081055,463.072570800781,"16667","rep1"
"16669","Tumor","c1",488.079400634766,474.376937866211,"16669","rep1"
"16677","DCIS","c2",486.938250732422,490.409066772461,"16677","rep1"
"16678","DCIS","c2",492.995590209961,494.190176391602,"16678","rep1"
"16683","Tumor","c1",491.961727905273,506.296865844727,"16683","rep1"
"16685","DCIS","c2",495.279705810547,511.251239013672,"16685","rep1"
"16686","Tumor","c1",498.620407104492,516.8830078125,"16686","rep1"
"16687","Tumor","c1",487.961840820312,517.98073425293,"16687","rep1"
"16690","DCIS","c2",492.997821044922,525.921780395508,"16690","rep1"
"16726","Myoepithelial","c5",455.780697631836,367.289933776855,"16726","rep1"
"16727","DCIS","c2",457.636389160156,398.679182434082,"16727","rep1"
"16728","Tumor","c1",459.751531982422,388.684860229492,"16728","rep1"
"16729","DCIS","c2",459.951321411133,381.405567932129,"16729","rep1"
"16730","DCIS","c2",462.602798461914,393.06209564209,"16730","rep1"
"16732","DCIS","c2",466.196258544922,373.644985961914,"16732","rep1"
"16733","Myoepithelial","c5",468.16572265625,363.43328704834,"16733","rep1"
"16734","Endothelial","c8",466.034704589844,344.179547119141,"16734","rep1"
"16735","DCIS","c2",469.584948730469,400.963453674316,"16735","rep1"
"16736","DCIS","c2",472.883679199219,379.49031829834,"16736","rep1"
"16737","Tumor","c1",475.535882568359,391.042930603027,"16737","rep1"
"16738","Tumor","c1",478.15026550293,383.378326416016,"16738","rep1"
"16739","Endothelial","c8",473.18271484375,334.707032775879,"16739","rep1"
"16740","Endothelial","c8",474.628659057617,349.58112487793,"16740","rep1"
"16741","T_Cells","c6",471.719857788086,323.576800537109,"16741","rep1"
"16742","Tumor","c1",482.342211914062,401.569306945801,"16742","rep1"
"16743","DCIS","c2",479.94323425293,362.704089355469,"16743","rep1"
"16744","DCIS","c2",477.171862792969,356.777409362793,"16744","rep1"
"16746","Macrophages","c4",482.388229370117,348.134117126465,"16746","rep1"
"16747","Tumor","c1",483.649118041992,395.894866943359,"16747","rep1"
"16748","Macrophages","c4",481.984033203125,325.61254119873,"16748","rep1"
"16749","Myoepithelial","c5",489.015313720703,357.384300231934,"16749","rep1"
"16750","DCIS","c2",490.947061157227,386.391250610352,"16750","rep1"
"16751","T_Cells","c6",486.619552612305,332.453656005859,"16751","rep1"
"16752","Stromal","c3",486.678540039063,342.49705657959,"16752","rep1"
"16753","DCIS","c2",488.442767333984,372.28173828125,"16753","rep1"
"16754","Tumor","c1",489.630038452148,377.297589111328,"16754","rep1"
"16755","Tumor","c1",495.281884765625,368.74008026123,"16755","rep1"
"16756","Myoepithelial","c5",492.536090087891,336.935585021973,"16756","rep1"
"16757","DCIS","c2",499.23056640625,398.381625366211,"16757","rep1"
"16758","Stromal","c3",495.797778320312,327.11109161377,"16758","rep1"
"16759","Myoepithelial","c5",497.431164550781,342.894041442871,"16759","rep1"
"16760","Myoepithelial","c5",492.995642089844,347.712567138672,"16760","rep1"
"16865","Tumor","c1",391.539213562012,262.493893432617,"16865","rep1"
"16867","Tumor","c1",396.786552429199,214.405612945557,"16867","rep1"
"16868","Tumor","c1",393.359756469727,229.365631103516,"16868","rep1"
"16870","Tumor","c1",392.74925994873,249.945758056641,"16870","rep1"
"16872","Tumor","c1",399.687208557129,261.137312316895,"16872","rep1"
"16873","Macrophages","c4",402.162760925293,273.84165802002,"16873","rep1"
"16874","Tumor","c1",398.624267578125,231.156991577148,"16874","rep1"
"16875","Tumor","c1",400.771627807617,201.144492340088,"16875","rep1"
"16878","Stromal","c3",404.590090942383,223.423101806641,"16878","rep1"
"16879","Tumor","c1",401.744297790527,243.887069702148,"16879","rep1"
"16880","Tumor","c1",404.837895202637,234.71566619873,"16880","rep1"
"16881","Macrophages","c4",408.113098144531,210.562805175781,"16881","rep1"
"16883","Tumor","c1",410.399366760254,260.006356811523,"16883","rep1"
"16886","Tumor","c1",410.041032409668,221.993162536621,"16886","rep1"
"16887","Tumor","c1",414.130438232422,243.471849060059,"16887","rep1"
"16889","Tumor","c1",417.065075683594,234.176893615723,"16889","rep1"
"16890","Tumor","c1",416.387135314941,217.393984985352,"16890","rep1"
"16891","Tumor","c1",420.249722290039,227.801271057129,"16891","rep1"
"16893","Endothelial","c8",417.249067687988,273.264727783203,"16893","rep1"
"16896","Tumor","c1",426.928842163086,213.909745025635,"16896","rep1"
"16897","Macrophages","c4",427.940940856934,247.772587585449,"16897","rep1"
"16898","Tumor","c1",432.246244812012,205.956805419922,"16898","rep1"
"16899","Stromal","c3",436.097885131836,272.056834411621,"16899","rep1"
"16900","Endothelial","c8",435.036552429199,228.76307220459,"16900","rep1"
"16901","Macrophages","c4",437.921670532227,200.467797088623,"16901","rep1"
"16905","Macrophages","c4",446.422811889648,258.62928314209,"16905","rep1"
"16906","B_Cells","c7",449.289123535156,240.395735168457,"16906","rep1"
"16909","Stromal","c3",424.275964355469,265.334939575195,"16909","rep1"
"16910","Tumor","c1",401.880326843262,286.808879089355,"16910","rep1"
"16911","Endothelial","c8",420.699624633789,286.983377075195,"16911","rep1"
"16912","Stromal","c3",391.559783935547,291.56382598877,"16912","rep1"
"16913","Tumor","c1",395.624002075195,303.944700622559,"16913","rep1"
"16914","Stromal","c3",411.190690612793,301.27740020752,"16914","rep1"
"16915","Stromal","c3",449.356982421875,298.372023010254,"16915","rep1"
"16916","Stromal","c3",443.538186645508,287.853428649902,"16916","rep1"
"16917","Stromal","c3",437.233120727539,314.437821960449,"16917","rep1"
"16918","Stromal","c3",452.013906860352,308.810151672363,"16918","rep1"
"16919","Stromal","c3",440.477740478516,304.10114440918,"16919","rep1"
"16920","Stromal","c3",456.991522216797,312.243951416016,"16920","rep1"
"16921","Stromal","c3",469.484820556641,238.61703338623,"16921","rep1"
"16923","Stromal","c3",465.755746459961,256.050282287598,"16923","rep1"
"16925","Stromal","c3",464.63420715332,292.066438293457,"16925","rep1"
"16926","Stromal","c3",472.436474609375,213.371932220459,"16926","rep1"
"16927","Stromal","c3",474.711926269531,202.996228027344,"16927","rep1"
"16928","Stromal","c3",465.541534423828,311.739964294434,"16928","rep1"
"16929","Macrophages","c4",475.104760742187,306.530471801758,"16929","rep1"
"17034","Stromal","c3",251.619895935059,201.129161834717,"17034","rep1"
"17037","Tumor","c1",306.910932922363,200.823550415039,"17037","rep1"
"17038","Stromal","c3",234.74829864502,201.628311157227,"17038","rep1"
"17040","Tumor","c1",261.42332611084,201.345358276367,"17040","rep1"
"17041","Tumor","c1",296.555526733398,202.443499755859,"17041","rep1"
"17042","Stromal","c3",244.576553344727,206.223792266846,"17042","rep1"
"17043","Tumor","c1",290.341458129883,207.31275100708,"17043","rep1"
"17044","Tumor","c1",282.462745666504,207.60032119751,"17044","rep1"
"17045","Endothelial","c8",240.944131469727,210.336141967773,"17045","rep1"
"17046","Tumor","c1",258.649620056152,210.972902679443,"17046","rep1"
"17047","Tumor","c1",271.873542785645,209.689368438721,"17047","rep1"
"17048","Stromal","c3",303.159265136719,213.019615936279,"17048","rep1"
"17049","Tumor","c1",286.942936706543,217.568301391602,"17049","rep1"
"17050","Tumor","c1",315.20390625,212.907451629639,"17050","rep1"
"17051","Endothelial","c8",233.973031616211,213.82866973877,"17051","rep1"
"17053","Tumor","c1",204.566982269287,732.652685546875,"17053","rep1"
"17054","Tumor","c1",204.26342010498,718.475833129883,"17054","rep1"
"17055","Tumor","c1",211.182419586182,731.352368164062,"17055","rep1"
"17056","Tumor","c1",215.449929046631,716.54501953125,"17056","rep1"
"17057","T_Cells","c6",218.630464172363,733.292883300781,"17057","rep1"
"17058","Tumor","c1",226.448840332031,727.02890625,"17058","rep1"
"17059","Tumor","c1",225.353189086914,715.029867553711,"17059","rep1"
"17060","Stromal","c3",226.933995056152,736.182800292969,"17060","rep1"
"17061","Tumor","c1",232.178402709961,748.68564453125,"17061","rep1"
"17062","Stromal","c3",231.114242553711,707.363473510742,"17062","rep1"
"17063","T_Cells","c6",233.828416442871,718.33005065918,"17063","rep1"
"17064","T_Cells","c6",238.436724853516,713.256457519531,"17064","rep1"
"17065","Tumor","c1",235.58169708252,732.914627075195,"17065","rep1"
"17066","Tumor","c1",241.595924377441,718.133996582031,"17066","rep1"
"17067","Tumor","c1",246.804093933105,718.492590332031,"17067","rep1"
"17068","Tumor","c1",244.27816619873,732.424465942383,"17068","rep1"
"17069","T_Cells","c6",254.217236328125,724.094943237305,"17069","rep1"
"17070","Tumor","c1",252.225411987305,741.502874755859,"17070","rep1"
"17073","Endothelial","c8",265.614909362793,711.066918945313,"17073","rep1"
"17074","Tumor","c1",266.996263122559,731.697421264648,"17074","rep1"
"17075","Tumor","c1",270.684066772461,717.763262939453,"17075","rep1"
"17076","T_Cells","c6",278.371601867676,713.646231079102,"17076","rep1"
"17077","Macrophages","c4",279.091331481934,720.977169799805,"17077","rep1"
"17078","T_Cells","c6",284.697082519531,714.198596191406,"17078","rep1"
"17079","Macrophages","c4",280.687467956543,734.431335449219,"17079","rep1"
"17080","Endothelial","c8",283.605322265625,706.192337036133,"17080","rep1"
"17081","T_Cells","c6",284.792022705078,724.616751098633,"17081","rep1"
"17082","Macrophages","c4",287.981182861328,739.603033447266,"17082","rep1"
"17083","Macrophages","c4",291.697546386719,741.805853271484,"17083","rep1"
"17084","T_Cells","c6",291.674018859863,727.326229858398,"17084","rep1"
"17085","T_Cells","c6",294.094915771484,733.740036010742,"17085","rep1"
"17086","Endothelial","c8",292.858644104004,714.63786315918,"17086","rep1"
"17087","T_Cells","c6",299.130325317383,719.561730957031,"17087","rep1"
"17088","T_Cells","c6",299.279454040527,740.938317871094,"17088","rep1"
"17089","T_Cells","c6",301.775888061523,725.697720336914,"17089","rep1"
"17090","T_Cells","c6",302.051214599609,733.597003173828,"17090","rep1"
"17091","T_Cells","c6",305.042556762695,738.994689941406,"17091","rep1"
"17092","Endothelial","c8",302.256632995605,710.008880615234,"17092","rep1"
"17093","T_Cells","c6",306.431770324707,745.135140991211,"17093","rep1"
"17094","T_Cells","c6",307.173782348633,709.646966552734,"17094","rep1"
"17095","T_Cells","c6",307.720414733887,730.612716674805,"17095","rep1"
"17096","T_Cells","c6",310.025308227539,704.075015258789,"17096","rep1"
"17097","T_Cells","c6",311.069546508789,737.641299438476,"17097","rep1"
"17098","T_Cells","c6",312.08667755127,712.634625244141,"17098","rep1"
"17099","Stromal","c3",311.947743225098,722.541970825195,"17099","rep1"
"17100","T_Cells","c6",313.735316467285,747.568566894531,"17100","rep1"
"17102","T_Cells","c6",318.792282104492,747.195706176758,"17102","rep1"
"17103","Stromal","c3",318.239865112305,734.454940795898,"17103","rep1"
"17104","Macrophages","c4",319.101148986816,717.146618652344,"17104","rep1"
"17105","B_Cells","c7",323.185314941406,742.504156494141,"17105","rep1"
"17106","Stromal","c3",325.189019775391,716.342791748047,"17106","rep1"
"17107","Stromal","c3",328.760949707031,745.485018920898,"17107","rep1"
"17108","T_Cells","c6",326.317407226562,751.764041137695,"17108","rep1"
"17110","Stromal","c3",327.556324768066,734.245812988281,"17110","rep1"
"17111","T_Cells","c6",205.10456161499,685.075823974609,"17111","rep1"
"17112","Stromal","c3",209.305885314941,701.476248168945,"17112","rep1"
"17113","Tumor","c1",210.244353485107,632.911276245117,"17113","rep1"
"17114","Macrophages","c4",206.874690246582,647.872033691406,"17114","rep1"
"17115","T_Cells","c6",214.853115844727,688.898956298828,"17115","rep1"
"17116","T_Cells","c6",212.76414642334,678.878979492187,"17116","rep1"
"17117","Macrophages","c4",217.672035217285,670.906546020508,"17117","rep1"
"17118","Stromal","c3",217.701684570312,649.102987670898,"17118","rep1"
"17119","T_Cells","c6",223.121913146973,685.958508300781,"17119","rep1"
"17120","Stromal","c3",222.364181518555,656.563626098633,"17120","rep1"
"17121","Endothelial","c8",227.981423950195,637.479092407227,"17121","rep1"
"17122","Macrophages","c4",228.300433349609,693.911538696289,"17122","rep1"
"17123","Stromal","c3",232.565556335449,671.935168457031,"17123","rep1"
"17124","Macrophages","c4",234.890916442871,700.360986328125,"17124","rep1"
"17125","Stromal","c3",240.042095947266,648.117477416992,"17125","rep1"
"17126","Stromal","c3",236.789642333984,681.251965332031,"17126","rep1"
"17128","Macrophages","c4",241.234944152832,704.789349365234,"17128","rep1"
"17129","Endothelial","c8",239.915716552734,658.283392333984,"17129","rep1"
"17130","T_Cells","c6",243.795527648926,674.783737182617,"17130","rep1"
"17131","Stromal","c3",244.689547729492,663.455090332031,"17131","rep1"
"17132","Stromal","c3",245.049490356445,691.035992431641,"17132","rep1"
"17133","T_Cells","c6",245.685278320313,684.716348266602,"17133","rep1"
"17134","T_Cells","c6",248.376832580566,698.496371459961,"17134","rep1"
"17135","Macrophages","c4",248.948263549805,706.215786743164,"17135","rep1"
"17136","T_Cells","c6",250.951916503906,679.241931152344,"17136","rep1"
"17137","T_Cells","c6",251.525370788574,671.521270751953,"17137","rep1"
"17138","Endothelial","c8",253.645338439941,690.955215454102,"17138","rep1"
"17140","Stromal","c3",259.29482421875,660.784677124023,"17140","rep1"
"17141","T_Cells","c6",257.284115600586,668.694595336914,"17141","rep1"
"17142","T_Cells","c6",259.452409362793,678.145034790039,"17142","rep1"
"17144","Endothelial","c8",259.694766235352,688.526303100586,"17144","rep1"
"17145","Macrophages","c4",256.123873901367,642.831332397461,"17145","rep1"
"17146","T_Cells","c6",263.454682922363,670.597756958008,"17146","rep1"
"17147","T_Cells","c6",262.500741577148,648.165414428711,"17147","rep1"
"17148","Stromal","c3",264.995048522949,653.740530395508,"17148","rep1"
"17149","Endothelial","c8",265.748811340332,699.429949951172,"17149","rep1"
"17150","T_Cells","c6",265.034970092773,634.387673950195,"17150","rep1"
"17151","Macrophages","c4",267.65389251709,662.767681884766,"17151","rep1"
"17152","Endothelial","c8",267.920088195801,689.682498168945,"17152","rep1"
"17153","T_Cells","c6",267.38090057373,679.327169799805,"17153","rep1"
"17154","T_Cells","c6",267.892176818848,673.735919189453,"17154","rep1"
"17155","Stromal","c3",270.437196350098,649.213284301758,"17155","rep1"
"17156","Endothelial","c8",273.040476989746,685.892153930664,"17156","rep1"
"17157","Stromal","c3",272.570419311523,672.064608764648,"17157","rep1"
"17158","Stromal","c3",274.612229919434,640.833282470703,"17158","rep1"
"17159","Stromal","c3",274.196360778809,662.286392211914,"17159","rep1"
"17160","Endothelial","c8",274.608494567871,703.627188110352,"17160","rep1"
"17161","Stromal","c3",274.428678894043,629.058261108398,"17161","rep1"
"17162","Stromal","c3",274.951316833496,678.061715698242,"17162","rep1"
"17163","Endothelial","c8",279.519885253906,694.737622070312,"17163","rep1"
"17164","Stromal","c3",278.615333557129,668.534130859375,"17164","rep1"
"17165","Stromal","c3",284.036599731445,674.089324951172,"17165","rep1"
"17166","Stromal","c3",282.372215270996,662.450384521484,"17166","rep1"
"17167","T_Cells","c6",281.067799377441,680.973889160156,"17167","rep1"
"17168","T_Cells","c6",282.53480682373,687.179397583008,"17168","rep1"
"17169","Stromal","c3",281.21257019043,647.875769042969,"17169","rep1"
"17222","Tumor","c1",261.518914794922,802.644198608398,"17222","rep1"
"17223","Tumor","c1",273.533958435059,809.521032714844,"17223","rep1"
"17224","Tumor","c1",264.959432983398,814.053985595703,"17224","rep1"
"17225","Tumor","c1",266.886407470703,791.310311889648,"17225","rep1"
"17226","Tumor","c1",279.589923095703,804.367596435547,"17226","rep1"
"17227","Tumor","c1",252.510958862305,793.516296386719,"17227","rep1"
"17228","Tumor","c1",252.811680603027,813.822030639648,"17228","rep1"
"17229","Tumor","c1",279.736717224121,788.232849121094,"17229","rep1"
"17230","Tumor","c1",246.973741149902,804.606814575195,"17230","rep1"
"17231","T_Cells","c6",285.87374420166,795.530117797852,"17231","rep1"
"17232","Tumor","c1",258.103065490723,784.219473266602,"17232","rep1"
"17233","Tumor","c1",285.575512695313,814.471203613281,"17233","rep1"
"17234","Tumor","c1",268.701373291016,823.788000488281,"17234","rep1"
"17235","Tumor","c1",292.525679016113,807.863885498047,"17235","rep1"
"17236","T_Cells","c6",295.816523742676,799.342562866211,"17236","rep1"
"17237","Tumor","c1",281.820732116699,827.298608398438,"17237","rep1"
"17238","Tumor","c1",240.049488830566,795.800930786133,"17238","rep1"
"17239","Tumor","c1",247.670903015137,781.417907714844,"17239","rep1"
"17240","Tumor","c1",242.927603149414,820.28486328125,"17240","rep1"
"17241","Tumor","c1",234.882511901855,805.706979370117,"17241","rep1"
"17242","Macrophages","c4",271.340528869629,833.985510253906,"17242","rep1"
"17243","Macrophages","c4",294.535401916504,792.278753662109,"17243","rep1"
"17244","Tumor","c1",257.693992614746,775.12565612793,"17244","rep1"
"17245","Tumor","c1",269.101237487793,773.029864501953,"17245","rep1"
"17246","Tumor","c1",282.077537536621,775.203942871094,"17246","rep1"
"17247","Tumor","c1",277.170426940918,768.055932617188,"17247","rep1"
"17248","Stromal","c3",295.903215026855,821.731793212891,"17248","rep1"
"17249","Tumor","c1",247.881846618652,830.270080566406,"17249","rep1"
"17250","Tumor","c1",229.55016784668,813.5794921875,"17250","rep1"
"17251","Macrophages","c4",299.843855285645,787.827459716797,"17251","rep1"
"17252","Tumor","c1",251.461636352539,835.844885253906,"17252","rep1"
"17253","T_Cells","c6",235.711578369141,784.144143676758,"17253","rep1"
"17254","Macrophages","c4",304.177822875977,805.518344116211,"17254","rep1"
"17255","Tumor","c1",246.246800231934,768.811978149414,"17255","rep1"
"17256","Tumor","c1",232.811389160156,825.508908081055,"17256","rep1"
"17257","Stromal","c3",287.504458618164,836.878851318359,"17257","rep1"
"17258","Tumor","c1",293.870820617676,773.971069335938,"17258","rep1"
"17259","Macrophages","c4",228.225025939941,790.508404541016,"17259","rep1"
"17260","Tumor","c1",252.57321472168,763.323501586914,"17260","rep1"
"17261","T_Cells","c6",301.453739929199,776.474584960937,"17261","rep1"
"17262","T_Cells","c6",232.330281066895,778.079852294922,"17262","rep1"
"17263","Macrophages","c4",309.676182556152,810.857873535156,"17263","rep1"
"17264","Macrophages","c4",297.255334472656,833.892074584961,"17264","rep1"
"17266","Tumor","c1",231.074969482422,836.818255615234,"17266","rep1"
"17267","Macrophages","c4",295.554504394531,839.510302734375,"17267","rep1"
"17268","Tumor","c1",235.62449798584,767.688882446289,"17268","rep1"
"17269","Tumor","c1",290.524905395508,762.002432250977,"17269","rep1"
"17270","T_Cells","c6",225.827734375,778.121978759766,"17270","rep1"
"17271","T_Cells","c6",309.406329345703,783.414245605469,"17271","rep1"
"17272","T_Cells","c6",270.771588134766,754.611831665039,"17272","rep1"
"17273","Tumor","c1",250.424038696289,755.489535522461,"17273","rep1"
"17274","T_Cells","c6",311.379788208008,786.980780029297,"17274","rep1"
"17276","Stromal","c3",221.242512512207,826.431384277344,"17276","rep1"
"17277","Macrophages","c4",312.654684448242,823.511117553711,"17277","rep1"
"17278","Tumor","c1",263.173831176758,751.681033325195,"17278","rep1"
"17279","T_Cells","c6",280.979888916016,756.323556518555,"17279","rep1"
"17280","Macrophages","c4",307.802592468262,772.440664672852,"17280","rep1"
"17281","Stromal","c3",226.149234008789,765.39013671875,"17281","rep1"
"17282","T_Cells","c6",313.826028442383,774.471035766602,"17282","rep1"
"17283","Tumor","c1",255.594725036621,748.392004394531,"17283","rep1"
"17284","Tumor","c1",279.114106750488,746.079666137695,"17284","rep1"
"17285","Tumor","c1",292.494421386719,749.656005859375,"17285","rep1"
"17286","Macrophages","c4",311.607722473145,765.004150390625,"17286","rep1"
"17287","Macrophages","c4",303.93624420166,758.156939697266,"17287","rep1"
"17288","B_Cells","c7",303.422036743164,749.692892456055,"17288","rep1"
"17289","T_Cells","c6",311.690055847168,754.324313354492,"17289","rep1"
"17290","T_Cells","c6",313.790283203125,791.282037353516,"17290","rep1"
"17291","T_Cells","c6",314.455694580078,805.335623168945,"17291","rep1"
"17292","Tumor","c1",255.676098632812,523.5203125,"17292","rep1"
"17293","Tumor","c1",224.302284240723,525.032870483398,"17293","rep1"
"17294","Tumor","c1",234.237878417969,530.318029785156,"17294","rep1"
"17295","Tumor","c1",268.764874267578,532.759185791016,"17295","rep1"
"17296","Tumor","c1",249.419877624512,538.661715698242,"17296","rep1"
"17297","Tumor","c1",260.780249023437,539.695941162109,"17297","rep1"
"17298","Tumor","c1",273.397747802734,541.176385498047,"17298","rep1"
"17299","Tumor","c1",264.144374084473,547.140600585937,"17299","rep1"
"17300","Tumor","c1",217.731800842285,549.149182128906,"17300","rep1"
"17301","Tumor","c1",225.819122314453,542.593899536133,"17301","rep1"
"17302","Tumor","c1",204.336856079102,544.218621826172,"17302","rep1"
"17303","Tumor","c1",237.303330993652,546.628701782227,"17303","rep1"
"17304","Tumor","c1",277.951089477539,551.779803466797,"17304","rep1"
"17305","Tumor","c1",229.934545898438,552.581866455078,"17305","rep1"
"17306","Tumor","c1",253.241972351074,549.379321289062,"17306","rep1"
"17307","Tumor","c1",245.066377258301,552.633279418945,"17307","rep1"
"17308","Tumor","c1",265.113049316406,556.840841674805,"17308","rep1"
"17309","Tumor","c1",254.14372253418,560.457647705078,"17309","rep1"
"17310","Tumor","c1",210.728911590576,565.228625488281,"17310","rep1"
"17311","Tumor","c1",234.028335571289,562.99182434082,"17311","rep1"
"17312","Tumor","c1",224.42158203125,567.996469116211,"17312","rep1"
"17313","Tumor","c1",272.238284301758,562.408486938477,"17313","rep1"
"17314","Tumor","c1",244.437748718262,565.066552734375,"17314","rep1"
"17315","Tumor","c1",261.122500610352,566.52536315918,"17315","rep1"
"17316","Tumor","c1",200.282923126221,569.230328369141,"17316","rep1"
"17317","Tumor","c1",275.267706298828,567.707083129883,"17317","rep1"
